italy-prov
Provinces of Italy
I;IS
36035;Vicenza (VI)
36036;Vicenza (VI)
36040;Vicenza (VI)
36042;Vicenza (VI)
36043;Vicenza (VI)
36045;Vicenza (VI)
36046;Vicenza (VI)
36047;Vicenza (VI)
36050;Vicenza (VI)
36051;Vicenza (VI)
36052;Vicenza (VI)
36053;Vicenza (VI)
36054;Vicenza (VI)
36055;Vicenza (VI)
36056;Vicenza (VI)
36057;Vicenza (VI)
36060;Vicenza (VI)
36061;Vicenza (VI)
36062;Vicenza (VI)
36063;Vicenza (VI)
36064;Vicenza (VI)
36065;Vicenza (VI)
36066;Vicenza (VI)
36070;Vicenza (VI)
36071;Vicenza (VI)
36072;Vicenza (VI)
36073;Vicenza (VI)
36075;Vicenza (VI)
36076;Vicenza (VI)
36077;Vicenza (VI)
36078;Vicenza (VI)
36100;Vicenza (VI)
37010;Verona (VR)
37011;Verona (VR)
37012;Verona (VR)
37013;Verona (VR)
37014;Verona (VR)
37015;Verona (VR)
37016;Verona (VR)
37017;Verona (VR)
37018;Verona (VR)
37019;Verona (VR)
37020;Verona (VR)
37021;Verona (VR)
37022;Verona (VR)
37023;Verona (VR)
37024;Verona (VR)
37026;Verona (VR)
37028;Verona (VR)
37029;Verona (VR)
37030;Verona (VR)
37031;Verona (VR)
37032;Verona (VR)
37035;Verona (VR)
37036;Verona (VR)
37038;Verona (VR)
37039;Verona (VR)
37040;Verona (VR)
37041;Verona (VR)
37042;Verona (VR)
37043;Verona (VR)
37044;Verona (VR)
37045;Verona (VR)
37046;Verona (VR)
37047;Verona (VR)
37049;Verona (VR)
37050;Verona (VR)
37051;Verona (VR)
37052;Verona (VR)
37053;Verona (VR)
37054;Verona (VR)
37055;Verona (VR)
37056;Verona (VR)
37057;Verona (VR)
37058;Verona (VR)
37059;Verona (VR)
37060;Verona (VR)
37063;Verona (VR)
37064;Verona (VR)
37066;Verona (VR)
37067;Verona (VR)
37068;Verona (VR)
37069;Verona (VR)
37121;Verona (VR)
37122;Verona (VR)
37123;Verona (VR)
37124;Verona (VR)
37125;Verona (VR)
37126;Verona (VR)
37127;Verona (VR)
37128;Verona (VR)
37129;Verona (VR)
37130;Verona (VR)
37131;Verona (VR)
37132;Verona (VR)
37133;Verona (VR)
37134;Verona (VR)
37135;Verona (VR)
37136;Verona (VR)
37137;Verona (VR)
37138;Verona (VR)
37139;Verona (VR)
37140;Verona (VR)
37141;Verona (VR)
37142;Verona (VR)
38010;Trento (TN)
38010;Trento (TN)
38011;Trento (TN)
38012;Trento (TN)
38013;Trento (TN)
38015;Trento (TN)
38016;Trento (TN)
38017;Trento (TN)
38018;Trento (TN)
38019;Trento (TN)
38020;Trento (TN)
38020;Trento (TN)
38021;Trento (TN)
38022;Trento (TN)
38023;Trento (TN)
38024;Trento (TN)
38025;Trento (TN)
38026;Trento (TN)
38027;Trento (TN)
38027;Trento (TN)
38028;Trento (TN)
38029;Trento (TN)
38030;Trento (TN)
38030;Trento (TN)
38031;Trento (TN)
38032;Trento (TN)
38033;Trento (TN)
38034;Trento (TN)
38035;Trento (TN)
38036;Trento (TN)
38037;Trento (TN)
38038;Trento (TN)
38039;Trento (TN)
38040;Trento (TN)
38040;Trento (TN)
38041;Trento (TN)
38042;Trento (TN)
38043;Trento (TN)
38045;Trento (TN)
38046;Trento (TN)
38047;Trento (TN)
38048;Trento (TN)
38049;Trento (TN)
38050;Trento (TN)
38050;Trento (TN)
38051;Trento (TN)
38052;Trento (TN)
38053;Trento (TN)
38054;Trento (TN)
38055;Trento (TN)
38056;Trento (TN)
38057;Trento (TN)
38059;Trento (TN)
38060;Trento (TN)
38060;Trento (TN)
38061;Trento (TN)
38062;Trento (TN)
38063;Trento (TN)
38064;Trento (TN)
38065;Trento (TN)
38066;Trento (TN)
38068;Trento (TN)
38069;Trento (TN)
38070;Trento (TN)
38070;Trento (TN)
38071;Trento (TN)
38072;Trento (TN)
38073;Trento (TN)
38074;Trento (TN)
38075;Trento (TN)
38076;Trento (TN)
38078;Trento (TN)
38079;Trento (TN)
38080;Trento (TN)
38080;Trento (TN)
38081;Trento (TN)
38082;Trento (TN)
38083;Trento (TN)
38085;Trento (TN)
38086;Trento (TN)
38086;Trento (TN)
38087;Trento (TN)
38088;Trento (TN)
38089;Trento (TN)
38100;Trento (TN)
39010;Bolzano (BZ)
39011;Bolzano (BZ)
39012;Bolzano (BZ)
39013;Bolzano (BZ)
39014;Bolzano (BZ)
39015;Bolzano (BZ)
39016;Bolzano (BZ)
39017;Bolzano (BZ)
39018;Bolzano (BZ)
39019;Bolzano (BZ)
39020;Bolzano (BZ)
39021;Bolzano (BZ)
39022;Bolzano (BZ)
39023;Bolzano (BZ)
39024;Bolzano (BZ)
39025;Bolzano (BZ)
39026;Bolzano (BZ)
39027;Bolzano (BZ)
39028;Bolzano (BZ)
39029;Bolzano (BZ)
39030        ;Bolzano (BZ)
39030;Bolzano (BZ)
39031;Bolzano (BZ)
39032;Bolzano (BZ)
39033;Bolzano (BZ)
39034;Bolzano (BZ)
39035;Bolzano (BZ)
39036        ;Bolzano (BZ)
39037;Bolzano (BZ)
39038;Bolzano (BZ)
39039;Bolzano (BZ)
39040;Bolzano (BZ)
39040;Bolzano (BZ)
39041;Bolzano (BZ)
39042;Bolzano (BZ)
39043;Bolzano (BZ)
39044;Bolzano (BZ)
39045;Bolzano (BZ)
39046;Bolzano (BZ)
39047;Bolzano (BZ)
39048;Bolzano (BZ)
39049;Bolzano (BZ)
39050;Bolzano (BZ)
39051;Bolzano (BZ)
39052;Bolzano (BZ)
39053;Bolzano (BZ)
39054;Bolzano (BZ)
39055;Bolzano (BZ)
39056;Bolzano (BZ)
39057;Bolzano (BZ)
39058;Bolzano (BZ)
39100        ;Bolzano (BZ)
40010;Bologna (BO)
40011;Bologna (BO)
40012;Bologna (BO)
40013;Bologna (BO)
40014;Bologna (BO)
40015;Bologna (BO)
40016;Bologna (BO)
40017;Bologna (BO)
40018;Bologna (BO)
40019;Bologna (BO)
40020;Bologna (BO)
40021;Bologna (BO)
40022;Bologna (BO)
40023;Bologna (BO)
40024;Bologna (BO)
40025;Bologna (BO)
40026;Bologna (BO)
40027;Bologna (BO)
40030;Bologna (BO)
40032;Bologna (BO)
40033;Bologna (BO)
40034;Bologna (BO)
40035;Bologna (BO)
40036;Bologna (BO)
40037;Bologna (BO)
40038;Bologna (BO)
40041;Bologna (BO)
40042;Bologna (BO)
40043;Bologna (BO)
40045;Bologna (BO)
40046;Bologna (BO)
40048;Bologna (BO)
40050;Bologna (BO)
40051;Bologna (BO)
40052;Bologna (BO)
40053;Bologna (BO)
40054;Bologna (BO)
40055;Bologna (BO)
40056;Bologna (BO)
40057;Bologna (BO)
40059;Bologna (BO)
40060;Bologna (BO)
40061;Bologna (BO)
40062;Bologna (BO)
40063;Bologna (BO)
40064;Bologna (BO)
40065;Bologna (BO)
40066;Bologna (BO)
40068;Bologna (BO)
40069;Bologna (BO)
40121;Bologna (BO)
40122;Bologna (BO)
40123;Bologna (BO)
40124;Bologna (BO)
40125;Bologna (BO)
40126;Bologna (BO)
40127;Bologna (BO)
40128;Bologna (BO)
40129;Bologna (BO)
40130;Bologna (BO)
40131;Bologna (BO)
40132;Bologna (BO)
40133;Bologna (BO)
40134;Bologna (BO)
40135;Bologna (BO)
40136;Bologna (BO)
40137;Bologna (BO)
40138;Bologna (BO)
40139;Bologna (BO)
40140;Bologna (BO)
40141;Bologna (BO)
41011;Modena (MO)
41012;Modena (MO)
41013;Modena (MO)
41014;Modena (MO)
41015;Modena (MO)
41016;Modena (MO)
41017;Modena (MO)
41018;Modena (MO)
41019;Modena (MO)
41020;Modena (MO)
41021;Modena (MO)
41022;Modena (MO)
41023;Modena (MO)
41025;Modena (MO)
41026;Modena (MO)
41027;Modena (MO)
41028;Modena (MO)
41029;Modena (MO)
41030;Modena (MO)
41031;Modena (MO)
41032;Modena (MO)
41033;Modena (MO)
41034;Modena (MO)
41036;Modena (MO)
41037;Modena (MO)
41038;Modena (MO)
41039;Modena (MO)
41040;Modena (MO)
41042;Modena (MO)
41043;Modena (MO)
41044;Modena (MO)
41045;Modena (MO)
41046;Modena (MO)
41048;Modena (MO)
41049;Modena (MO)
41051;Modena (MO)
41052;Modena (MO)
41053;Modena (MO)
41054;Modena (MO)
41055;Modena (MO)
41056;Modena (MO)
41057;Modena (MO)
41058;Modena (MO)
41059;Modena (MO)
41100;Modena (MO)
42010;Reggio Emilia (RE)
42011;Reggio Emilia (RE)
42012;Reggio Emilia (RE)
42013;Reggio Emilia (RE)
42014;Reggio Emilia (RE)
42015;Reggio Emilia (RE)
42016;Reggio Emilia (RE)
42017;Reggio Emilia (RE)
42018;Reggio Emilia (RE)
42019;Reggio Emilia (RE)
42020;Reggio Emilia (RE)
42021;Reggio Emilia (RE)
42022;Reggio Emilia (RE)
42023;Reggio Emilia (RE)
42024;Reggio Emilia (RE)
42025;Reggio Emilia (RE)
42026;Reggio Emilia (RE)
42027;Reggio Emilia (RE)
42028;Reggio Emilia (RE)
42030;Reggio Emilia (RE)
42031;Reggio Emilia (RE)
42032;Reggio Emilia (RE)
42033;Reggio Emilia (RE)
42034;Reggio Emilia (RE)
42035;Reggio Emilia (RE)
42037;Reggio Emilia (RE)
42039;Reggio Emilia (RE)
42040;Reggio Emilia (RE)
42041;Reggio Emilia (RE)
42042;Reggio Emilia (RE)
42043;Reggio Emilia (RE)
42044;Reggio Emilia (RE)
42045;Reggio Emilia (RE)
42046;Reggio Emilia (RE)
42047;Reggio Emilia (RE)
42048;Reggio Emilia (RE)
42049;Reggio Emilia (RE)
42100;Reggio Emilia (RE)
43010;Parma (PR)
43011;Parma (PR)
43012;Parma (PR)
43013;Parma (PR)
43014;Parma (PR)
43015;Parma (PR)
43017;Parma (PR)
43018;Parma (PR)
43019;Parma (PR)
43021;Parma (PR)
43022;Parma (PR)
43024;Parma (PR)
43025;Parma (PR)
43028;Parma (PR)
43029;Parma (PR)
43030;Parma (PR)
43032;Parma (PR)
43035;Parma (PR)
43036;Parma (PR)
43037;Parma (PR)
43038;Parma (PR)
43039;Parma (PR)
43040;Parma (PR)
43041;Parma (PR)
43042;Parma (PR)
43043;Parma (PR)
43044;Parma (PR)
43045;Parma (PR)
43047;Parma (PR)
43049;Parma (PR)
43050;Parma (PR)
43051;Parma (PR)
43052;Parma (PR)
43053;Parma (PR)
43055;Parma (PR)
43056;Parma (PR)
43058;Parma (PR)
43059;Parma (PR)
43100;Parma (PR)
44011;Ferrara (FE)
44012;Ferrara (FE)
44015;Ferrara (FE)
44019;Ferrara (FE)
44020;Ferrara (FE)
44021;Ferrara (FE)
44022;Ferrara (FE)
44023;Ferrara (FE)
44025;Ferrara (FE)
44026;Ferrara (FE)
44027;Ferrara (FE)
44028;Ferrara (FE)
44030;Ferrara (FE)
44033;Ferrara (FE)
44034;Ferrara (FE)
44035;Ferrara (FE)
44037;Ferrara (FE)
44039;Ferrara (FE)
44042;Ferrara (FE)
44043;Ferrara (FE)
44047;Ferrara (FE)
44049;Ferrara (FE)
44100;Ferrara (FE)
45010;Rovigo (RO)
45011;Rovigo (RO)
45012;Rovigo (RO)
45014;Rovigo (RO)
45015;Rovigo (RO)
45017;Rovigo (RO)
45018;Rovigo (RO)
45019;Rovigo (RO)
45020;Rovigo (RO)
45021;Rovigo (RO)
45022;Rovigo (RO)
45023;Rovigo (RO)
45024;Rovigo (RO)
45025;Rovigo (RO)
45026;Rovigo (RO)
45027;Rovigo (RO)
45030;Rovigo (RO)
45031;Rovigo (RO)
45032;Rovigo (RO)
45033;Rovigo (RO)
45034;Rovigo (RO)
45035;Rovigo (RO)
45036;Rovigo (RO)
45037;Rovigo (RO)
45038;Rovigo (RO)
45039;Rovigo (RO)
45100;Rovigo (RO)
46010;Mantova (MN)
46011;Mantova (MN)
46012;Mantova (MN)
46013;Mantova (MN)
46014;Mantova (MN)
46017;Mantova (MN)
46018;Mantova (MN)
46019;Mantova (MN)
46020;Mantova (MN)
46022;Mantova (MN)
46023;Mantova (MN)
46024;Mantova (MN)
46025;Mantova (MN)
46026;Mantova (MN)
46027;Mantova (MN)
46028;Mantova (MN)
46029;Mantova (MN)
46030;Mantova (MN)
46031;Mantova (MN)
46032;Mantova (MN)
46033;Mantova (MN)
46035;Mantova (MN)
46036;Mantova (MN)
46037;Mantova (MN)
46039;Mantova (MN)
46040;Mantova (MN)
46041;Mantova (MN)
46042;Mantova (MN)
46043;Mantova (MN)
46044;Mantova (MN)
46045;Mantova (MN)
46046;Mantova (MN)
46047;Mantova (MN)
46048;Mantova (MN)
46049;Mantova (MN)
46100;Mantova (MN)
47010;Forli (FO)
47011;Forli (FO)
47012;Forli (FO)
47013;Forli (FO)
47014;Forli (FO)
47015;Forli (FO)
47016;Forli (FO)
47017;Forli (FO)
47018;Forli (FO)
47019;Forli (FO)
47020;Forli (FO)
47021;Forli (FO)
47023;Forli (FO)
47025;Forli (FO)
47027;Forli (FO)
47028;Forli (FO)
47030;Forli (FO)
47032;Forli (FO)
47034;Forli (FO)
47035;Forli (FO)
47039;Forli (FO)
47042;Forli (FO)
47043;Forli (FO)
47100;Forli (FO)
47814;Rimini (RN)
47822;Rimini (RN)
47824;Rimini (RN)
47825;Rimini (RN)
47826;Rimini (RN)
47832;Rimini (RN)
47833;Rimini (RN)
47834;Rimini (RN)
47835;Rimini (RN)
47836;Rimini (RN)
47837;Rimini (RN)
47838;Rimini (RN)
47841;Rimini (RN)
47842;Rimini (RN)
47843;Rimini (RN)
47853;Rimini (RN)
47854;Rimini (RN)
47855;Rimini (RN)
47900;Rimini (RN)
48010;Ravenna (RA)
48011;Ravenna (RA)
48012;Ravenna (RA)
48013;Ravenna (RA)
48014;Ravenna (RA)
48015;Ravenna (RA)
48017;Ravenna (RA)
48018;Ravenna (RA)
48020;Ravenna (RA)
48022;Ravenna (RA)
48024;Ravenna (RA)
48025;Ravenna (RA)
48026;Ravenna (RA)
48027;Ravenna (RA)
48100;Ravenna (RA)
50012;Firenze (FI)
50013;Firenze (FI)
50014;Firenze (FI)
50018;Firenze (FI)
50019;Firenze (FI)
50021;Firenze (FI)
50022;Firenze (FI)
50023;Firenze (FI)
50025;Firenze (FI)
50026;Firenze (FI)
50028;Firenze (FI)
50031;Firenze (FI)
50032;Firenze (FI)
50033;Firenze (FI)
50034;Firenze (FI)
50035;Firenze (FI)
50036;Firenze (FI)
50037;Firenze (FI)
50038;Firenze (FI)
50039;Firenze (FI)
50041;Firenze (FI)
50050;Firenze (FI)
50051;Firenze (FI)
50052;Firenze (FI)
50053;Firenze (FI)
50054;Firenze (FI)
50055;Firenze (FI)
50056;Firenze (FI)
50058;Firenze (FI)
50059;Firenze (FI)
50060;Firenze (FI)
50062;Firenze (FI)
50063;Firenze (FI)
50064;Firenze (FI)
50065;Firenze (FI)
50066;Firenze (FI)
50067;Firenze (FI)
50068;Firenze (FI)
50121;Firenze (FI)
50122;Firenze (FI)
50123;Firenze (FI)
50124;Firenze (FI)
50125;Firenze (FI)
50126;Firenze (FI)
50127;Firenze (FI)
50128;Firenze (FI)
50129;Firenze (FI)
50130;Firenze (FI)
50131;Firenze (FI)
50132;Firenze (FI)
50133;Firenze (FI)
50134;Firenze (FI)
50135;Firenze (FI)
50136;Firenze (FI)
50137;Firenze (FI)
50138;Firenze (FI)
50139;Firenze (FI)
50140;Firenze (FI)
50141;Firenze (FI)
50142;Firenze (FI)
50143;Firenze (FI)
50144;Firenze (FI)
50145;Firenze (FI)
51010;Pistoia (PT)
51011;Pistoia (PT)
51013;Pistoia (PT)
51015;Pistoia (PT)
51016;Pistoia (PT)
51017;Pistoia (PT)
51018;Pistoia (PT)
51019;Pistoia (PT)
51020;Pistoia (PT)
51021;Pistoia (PT)
51024;Pistoia (PT)
51028;Pistoia (PT)
51030;Pistoia (PT)
51031;Pistoia (PT)
51035;Pistoia (PT)
51036;Pistoia (PT)
51037;Pistoia (PT)
51039;Pistoia (PT)
51100;Pistoia (PT)
52010;Arezzo (AR)
52011;Arezzo (AR)
52014;Arezzo (AR)
52015;Arezzo (AR)
52016;Arezzo (AR)
52017;Arezzo (AR)
52018;Arezzo (AR)
52020;Arezzo (AR)
52021;Arezzo (AR)
52022;Arezzo (AR)
52024;Arezzo (AR)
52025;Arezzo (AR)
52026;Arezzo (AR)
52027;Arezzo (AR)
52028;Arezzo (AR)
52029;Arezzo (AR)
52031;Arezzo (AR)
52032;Arezzo (AR)
52033;Arezzo (AR)
52035;Arezzo (AR)
52036;Arezzo (AR)
52037;Arezzo (AR)
52038;Arezzo (AR)
52041;Arezzo (AR)
52043;Arezzo (AR)
52044;Arezzo (AR)
52045;Arezzo (AR)
52046;Arezzo (AR)
52047;Arezzo (AR)
52048;Arezzo (AR)
52100;Arezzo (AR)
53011;Siena (SI)
53012;Siena (SI)
53013;Siena (SI)
53014;Siena (SI)
53015;Siena (SI)
53016        ;Siena (SI)
53017;Siena (SI)
53018;Siena (SI)
53019;Siena (SI)
53020;Siena (SI)
53021;Siena (SI)
53022;Siena (SI)
53023;Siena (SI)
53024;Siena (SI)
53025;Siena (SI)
53026        ;Siena (SI)
53027;Siena (SI)
53030;Siena (SI)
53031;Siena (SI)
53034;Siena (SI)
53035;Siena (SI)
53036;Siena (SI)
53037;Siena (SI)
53040        ;Siena (SI)
53040;Siena (SI)
53040;Siena (SI)
53041        ;Siena (SI)
53042;Siena (SI)
53043        ;Siena (SI)
53045;Siena (SI)
53047;Siena (SI)
53048;Siena (SI)
53049;Siena (SI)
53100        ;Siena (SI)
54010;Massa Carrara (MS)
54011;Massa Carrara (MS)
54012;Massa Carrara (MS)
54013;Massa Carrara (MS)
54014;Massa Carrara (MS)
54015;Massa Carrara (MS)
54016;Massa Carrara (MS)
54021;Massa Carrara (MS)
54023;Massa Carrara (MS)
54026;Massa Carrara (MS)
54027;Massa Carrara (MS)
54028;Massa Carrara (MS)
54029;Massa Carrara (MS)
54033;Massa Carrara (MS)
54035;Massa Carrara (MS)
54038;Massa Carrara (MS)
54100;Massa Carrara (MS)
55011;Lucca (LU)
55012;Lucca (LU)
55015;Lucca (LU)
55016;Lucca (LU)
55019;Lucca (LU)
55020;Lucca (LU)
55022;Lucca (LU)
55023;Lucca (LU)
55025;Lucca (LU)
55027;Lucca (LU)
55030        ;Lucca (LU)
55030;Lucca (LU)
55031;Lucca (LU)
55032;Lucca (LU)
55033;Lucca (LU)
55034;Lucca (LU)
55035;Lucca (LU)
55036;Lucca (LU)
55038;Lucca (LU)
55040;Lucca (LU)
55041;Lucca (LU)
55042;Lucca (LU)
55045;Lucca (LU)
55047;Lucca (LU)
55049;Lucca (LU)
55051        ;Lucca (LU)
55054;Lucca (LU)
55064;Lucca (LU)
55100        ;Lucca (LU)
56010;Pisa (PI)
56011;Pisa (PI)
56012;Pisa (PI)
56017;Pisa (PI)
56019;Pisa (PI)
56020;Pisa (PI)
56021;Pisa (PI)
56022;Pisa (PI)
56025;Pisa (PI)
56028;Pisa (PI)
56029;Pisa (PI)
56030;Pisa (PI)
56031;Pisa (PI)
56032;Pisa (PI)
56033;Pisa (PI)
56034;Pisa (PI)
56035;Pisa (PI)
56036;Pisa (PI)
56037;Pisa (PI)
56038;Pisa (PI)
56040;Pisa (PI)
56041;Pisa (PI)
56043;Pisa (PI)
56043;Pisa (PI)
56045;Pisa (PI)
56046;Pisa (PI)
56048;Pisa (PI)
56121;Pisa (PI)
56122;Pisa (PI)
56123;Pisa (PI)
56124;Pisa (PI)
56125;Pisa (PI)
56126;Pisa (PI)
56127;Pisa (PI)
56128;Pisa (PI)
57014;Livorno (LI)
57016;Livorno (LI)
57020;Livorno (LI)
57021;Livorno (LI)
57022;Livorno (LI)
57023;Livorno (LI)
57025;Livorno (LI)
57027;Livorno (LI)
57028;Livorno (LI)
57030;Livorno (LI)
57031;Livorno (LI)
57032;Livorno (LI)
57033;Livorno (LI)
57034;Livorno (LI)
57036;Livorno (LI)
57037;Livorno (LI)
57038;Livorno (LI)
57039;Livorno (LI)
57121;Livorno (LI)
57122;Livorno (LI)
57123;Livorno (LI)
57124;Livorno (LI)
57125;Livorno (LI)
57126;Livorno (LI)
57127;Livorno (LI)
57128;Livorno (LI)
58010;Grosseto (GR)
58011;Grosseto (GR)
58012;Grosseto (GR)
58014;Grosseto (GR)
58015;Grosseto (GR)
58017;Grosseto (GR)
58019;Grosseto (GR)
58020;Grosseto (GR)
58022;Grosseto (GR)
58023;Grosseto (GR)
58024;Grosseto (GR)
58025;Grosseto (GR)
58026;Grosseto (GR)
58031;Grosseto (GR)
58033;Grosseto (GR)
58034;Grosseto (GR)
58036;Grosseto (GR)
58037;Grosseto (GR)
58038;Grosseto (GR)
58042;Grosseto (GR)
58043;Grosseto (GR)
58044;Grosseto (GR)
58045;Grosseto (GR)
58051;Grosseto (GR)
58053;Grosseto (GR)
58054;Grosseto (GR)
58055;Grosseto (GR)
58100;Grosseto (GR)
59013;Prato (PO)
59015;Prato (PO)
59016;Prato (PO)
59021;Prato (PO)
59024;Prato (PO)
59025;Prato (PO)
59100;Prato (PO)
60010;Ancona (AN)
60011;Ancona (AN)
60013;Ancona (AN)
60015;Ancona (AN)
60018;Ancona (AN)
60019;Ancona (AN)
60020;Ancona (AN)
60021;Ancona (AN)
60022;Ancona (AN)
60024;Ancona (AN)
60025;Ancona (AN)
60026;Ancona (AN)
60027;Ancona (AN)
60030;Ancona (AN)
60031;Ancona (AN)
60033;Ancona (AN)
60034;Ancona (AN)
60035;Ancona (AN)
60036;Ancona (AN)
60037;Ancona (AN)
60038;Ancona (AN)
60039;Ancona (AN)
60040;Ancona (AN)
60041;Ancona (AN)
60043;Ancona (AN)
60044;Ancona (AN)
60048;Ancona (AN)
60121;Ancona (AN)
60122;Ancona (AN)
60123;Ancona (AN)
60124;Ancona (AN)
60125;Ancona (AN)
60126;Ancona (AN)
60127;Ancona (AN)
60128;Ancona (AN)
60129;Ancona (AN)
60130;Ancona (AN)
60131;Ancona (AN)
61010;Pesaro (PS)
61011;Pesaro (PS)
61012;Pesaro (PS)
61013;Pesaro (PS)
61014;Pesaro (PS)
61015;Pesaro (PS)
61016;Pesaro (PS)
61018;Pesaro (PS)
61019;Pesaro (PS)
61020;Pesaro (PS)
61021;Pesaro (PS)
61022;Pesaro (PS)
61023;Pesaro (PS)
61024;Pesaro (PS)
61025;Pesaro (PS)
61026;Pesaro (PS)
61028;Pesaro (PS)
61029;Pesaro (PS)
61030;Pesaro (PS)
61032;Pesaro (PS)
61033;Pesaro (PS)
61034;Pesaro (PS)
61037;Pesaro (PS)
61038;Pesaro (PS)
61039;Pesaro (PS)
61040;Pesaro (PS)
61041;Pesaro (PS)
61042;Pesaro (PS)
61043;Pesaro (PS)
61044;Pesaro (PS)
61045;Pesaro (PS)
61046;Pesaro (PS)
61047;Pesaro (PS)
61048;Pesaro (PS)
61049;Pesaro (PS)
61100;Pesaro (PS)
62010;Macerata (MC)
62011;Macerata (MC)
62012;Macerata (MC)
62014;Macerata (MC)
62015;Macerata (MC)
62017;Macerata (MC)
62018;Macerata (MC)
62019;Macerata (MC)
62020;Macerata (MC)
62021;Macerata (MC)
62022;Macerata (MC)
62024;Macerata (MC)
62025;Macerata (MC)
62026;Macerata (MC)
62027;Macerata (MC)
62028;Macerata (MC)
62029;Macerata (MC)
62032;Macerata (MC)
62034;Macerata (MC)
62035;Macerata (MC)
62036;Macerata (MC)
62038;Macerata (MC)
62039;Macerata (MC)
62100;Macerata (MC)
63010;Ascoli Piceno (AP)
63012;Ascoli Piceno (AP)
63013;Ascoli Piceno (AP)
63014;Ascoli Piceno (AP)
63015;Ascoli Piceno (AP)
63016;Ascoli Piceno (AP)
63017;Ascoli Piceno (AP)
63018;Ascoli Piceno (AP)
63019;Ascoli Piceno (AP)
63020;Ascoli Piceno (AP)
63021;Ascoli Piceno (AP)
63023;Ascoli Piceno (AP)
63024;Ascoli Piceno (AP)
63025;Ascoli Piceno (AP)
63026;Ascoli Piceno (AP)
63027;Ascoli Piceno (AP)
63028;Ascoli Piceno (AP)
63029;Ascoli Piceno (AP)
63030;Ascoli Piceno (AP)
63031;Ascoli Piceno (AP)
63032;Ascoli Piceno (AP)
63033;Ascoli Piceno (AP)
63034;Ascoli Piceno (AP)
63035;Ascoli Piceno (AP)
63036;Ascoli Piceno (AP)
63038;Ascoli Piceno (AP)
63039;Ascoli Piceno (AP)
63040;Ascoli Piceno (AP)
63041;Ascoli Piceno (AP)
63043;Ascoli Piceno (AP)
63044;Ascoli Piceno (AP)
63045;Ascoli Piceno (AP)
63048;Ascoli Piceno (AP)
63049;Ascoli Piceno (AP)
63100;Ascoli Piceno (AP)
64010;Teramo (TE)
64011;Teramo (TE)
64012;Teramo (TE)
64013;Teramo (TE)
64014;Teramo (TE)
64015;Teramo (TE)
64016;Teramo (TE)
64018;Teramo (TE)
64020;Teramo (TE)
64021;Teramo (TE)
64023;Teramo (TE)
64024;Teramo (TE)
64025;Teramo (TE)
64026;Teramo (TE)
64027;Teramo (TE)
64028;Teramo (TE)
64030;Teramo (TE)
64031;Teramo (TE)
64032;Teramo (TE)
64033;Teramo (TE)
64034;Teramo (TE)
64035;Teramo (TE)
64036;Teramo (TE)
64037;Teramo (TE)
64039;Teramo (TE)
64040;Teramo (TE)
64041;Teramo (TE)
64042;Teramo (TE)
64043;Teramo (TE)
64044;Teramo (TE)
64045;Teramo (TE)
64046;Teramo (TE)
64047;Teramo (TE)
64049;Teramo (TE)
64100;Teramo (TE)
65010;Pescara (PE)
65011;Pescara (PE)
65012;Pescara (PE)
65013;Pescara (PE)
65014;Pescara (PE)
65015;Pescara (PE)
65017;Pescara (PE)
65019;Pescara (PE)
65020;Pescara (PE)
65022;Pescara (PE)
65023;Pescara (PE)
65024;Pescara (PE)
65025;Pescara (PE)
65026;Pescara (PE)
65027;Pescara (PE)
65028;Pescara (PE)
65029;Pescara (PE)
65121;Pescara (PE)
65122;Pescara (PE)
65123;Pescara (PE)
65124;Pescara (PE)
65125;Pescara (PE)
65126;Pescara (PE)
65127;Pescara (PE)
65128;Pescara (PE)
65129;Pescara (PE)
66010;Chieti (CH)
66011;Chieti (CH)
66012;Chieti (CH)
66014;Chieti (CH)
66015;Chieti (CH)
66016;Chieti (CH)
66017;Chieti (CH)
66018;Chieti (CH)
66019;Chieti (CH)
66020;Chieti (CH)
66021;Chieti (CH)
66022;Chieti (CH)
66023;Chieti (CH)
66026;Chieti (CH)
66030;Chieti (CH)
66031;Chieti (CH)
66032;Chieti (CH)
66033;Chieti (CH)
66034;Chieti (CH)
66036;Chieti (CH)
66037;Chieti (CH)
66038;Chieti (CH)
66040;Chieti (CH)
66041;Chieti (CH)
66042;Chieti (CH)
66043;Chieti (CH)
66044;Chieti (CH)
66045;Chieti (CH)
66046;Chieti (CH)
66047;Chieti (CH)
66050;Chieti (CH)
66051;Chieti (CH)
66052;Chieti (CH)
66054;Chieti (CH)
66100;Chieti (CH)
67010;L'Aquila (AQ)
67012;L'Aquila (AQ)
67013;L'Aquila (AQ)
67014;L'Aquila (AQ)
67015;L'Aquila (AQ)
67017;L'Aquila (AQ)
67019;L'Aquila (AQ)
67020;L'Aquila (AQ)
67021;L'Aquila (AQ)
67022;L'Aquila (AQ)
67023;L'Aquila (AQ)
67024;L'Aquila (AQ)
67025;L'Aquila (AQ)
67026;L'Aquila (AQ)
67027;L'Aquila (AQ)
67028;L'Aquila (AQ)
67029;L'Aquila (AQ)
67030;L'Aquila (AQ)
67031;L'Aquila (AQ)
67032;L'Aquila (AQ)
67033;L'Aquila (AQ)
67034;L'Aquila (AQ)
67035;L'Aquila (AQ)
67036;L'Aquila (AQ)
67037;L'Aquila (AQ)
67038;L'Aquila (AQ)
67039;L'Aquila (AQ)
